Plate,Sample_name,primer,NWFSCsampleID,dilution,techRep,SampleUID,PlateNo
327,MV1-52193-649-d10-2_S56,MV1,52193-649,d10,2,MV1-52193-649-d10-2_S56_327,2.2
315,MFU-52193-651-d10-1_S88,MFU,52193-651,d10,1,MFU-52193-651-d10-1_S88_315,2.3
328,MV1-52193-651-d10-1_S79,MV1,52193-651,d10,1,MV1-52193-651-d10-1_S79_328,2.3
316,MFU-52193-659-d10-1_S65,MFU,52193-659,d10,1,MFU-52193-659-d10-1_S65_316,2.4
329,MV1-52193-659-d10-1_S21,MV1,52193-659,d10,1,MV1-52193-659-d10-1_S21_329,2.4
314,MFU-52193-661-d10-1_S76,MFU,52193-661,d10,1,MFU-52193-661-d10-1_S76_314,2.2
326,MV1-52193-661-d10-1_S21,MV1,52193-661,d10,1,MV1-52193-661-d10-1_S21_326,2.2
327,MV1-52193-661-d10-2_S21,MV1,52193-661,d10,2,MV1-52193-661-d10-2_S21_327,2.2
316,MFU-52193-665-d10-1_S85,MFU,52193-665,d10,1,MFU-52193-665-d10-1_S85_316,2.4
329,MV1-52193-665-d10-1_S92,MV1,52193-665,d10,1,MV1-52193-665-d10-1_S92_329,2.4
317,MFU-52193-667-d1-1_S79,MFU,52193-667,d1,1,MFU-52193-667-d1-1_S79_317,2.5
331,MV1-52193-667-d50-1_S22,MV1,52193-667,d50,1,MV1-52193-667-d50-1_S22_331,2.5
323,MV1-52193-68-d1-1_S2,MV1,52193-68,d1,1,MV1-52193-68-d1-1_S2_323,2.1
324,MV1-52193-68-d1-2_S6,MV1,52193-68,d1,2,MV1-52193-68-d1-2_S6_324,2.1
325,MV1-52193-68-d1-3_S6,MV1,52193-68,d1,3,MV1-52193-68-d1-3_S6_325,2.1
314,MFU-52193-680-d10-1_S89,MFU,52193-680,d10,1,MFU-52193-680-d10-1_S89_314,2.2
326,MV1-52193-680-d10-1_S84,MV1,52193-680,d10,1,MV1-52193-680-d10-1_S84_326,2.2
327,MV1-52193-680-d10-2_S84,MV1,52193-680,d10,2,MV1-52193-680-d10-2_S84_327,2.2
315,MFU-52193-682-d5-1_S36,MFU,52193-682,d5,1,MFU-52193-682-d5-1_S36_315,2.3
328,MV1-52193-682-d5-1_S52,MV1,52193-682,d5,1,MV1-52193-682-d5-1_S52_328,2.3
315,MFU-52193-692-d10-1_S80,MFU,52193-692,d10,1,MFU-52193-692-d10-1_S80_315,2.3
328,MV1-52193-692-d10-1_S56,MV1,52193-692,d10,1,MV1-52193-692-d10-1_S56_328,2.3
317,MFU-52193-694-d5-1_S81,MFU,52193-694,d5,1,MFU-52193-694-d5-1_S81_317,2.5
330,MV1-52193-694-d10-1_S81,MV1,52193-694,d10,1,MV1-52193-694-d10-1_S81_330,2.5
317,MFU-52193-696-d1-1_S14,MFU,52193-696,d1,1,MFU-52193-696-d1-1_S14_317,2.5
330,MV1-52193-696-d1-1_S15,MV1,52193-696,d1,1,MV1-52193-696-d1-1_S15_330,2.5
314,MFU-52193-698-d1-1_S48,MFU,52193-698,d1,1,MFU-52193-698-d1-1_S48_314,2.2
326,MV1-52193-698-d1-1_S60,MV1,52193-698,d1,1,MV1-52193-698-d1-1_S60_326,2.2
327,MV1-52193-698-d1-2_S60,MV1,52193-698,d1,2,MV1-52193-698-d1-2_S60_327,2.2
316,MFU-52193-70-d20-1_S89,MFU,52193-70,d20,1,MFU-52193-70-d20-1_S89_316,2.4
329,MV1-52193-70-d10-1_S44,MV1,52193-70,d10,1,MV1-52193-70-d10-1_S44_329,2.4
313,MFU-52193-700-d1-1_S50,MFU,52193-700,d1,1,MFU-52193-700-d1-1_S50_313,2.1
323,MV1-52193-700-d1-1_S36,MV1,52193-700,d1,1,MV1-52193-700-d1-1_S36_323,2.1
324,MV1-52193-700-d1-2_S50,MV1,52193-700,d1,2,MV1-52193-700-d1-2_S50_324,2.1
325,MV1-52193-700-d1-3_S50,MV1,52193-700,d1,3,MV1-52193-700-d1-3_S50_325,2.1
317,MFU-52193-704-d1-1_S75,MFU,52193-704,d1,1,MFU-52193-704-d1-1_S75_317,2.5
330,MV1-52193-704-d10-1_S46,MV1,52193-704,d10,1,MV1-52193-704-d10-1_S46_330,2.5
317,MFU-52193-706-d5-1_S82,MFU,52193-706,d5,1,MFU-52193-706-d5-1_S82_317,2.5
330,MV1-52193-706-d10-1_S83,MV1,52193-706,d10,1,MV1-52193-706-d10-1_S83_330,2.5
315,MFU-52193-716-d10-1_S90,MFU,52193-716,d10,1,MFU-52193-716-d10-1_S90_315,2.3
328,MV1-52193-716-d10-1_S83,MV1,52193-716,d10,1,MV1-52193-716-d10-1_S83_328,2.3
314,MFU-52193-718-d5-1_S29,MFU,52193-718,d5,1,MFU-52193-718-d5-1_S29_314,2.2
326,MV1-52193-718-d5-1_S36,MV1,52193-718,d5,1,MV1-52193-718-d5-1_S36_326,2.2
327,MV1-52193-718-d5-2_S36,MV1,52193-718,d5,2,MV1-52193-718-d5-2_S36_327,2.2
313,MFU-52193-72-d1-1_S24,MFU,52193-72,d1,1,MFU-52193-72-d1-1_S24_313,2.1
323,MV1-52193-72-d1-1_S18,MV1,52193-72,d1,1,MV1-52193-72-d1-1_S18_323,2.1
324,MV1-52193-72-d1-2_S24,MV1,52193-72,d1,2,MV1-52193-72-d1-2_S24_324,2.1
325,MV1-52193-72-d1-3_S24,MV1,52193-72,d1,3,MV1-52193-72-d1-3_S24_325,2.1
316,MFU-52193-720-d10-1_S61,MFU,52193-720,d10,1,MFU-52193-720-d10-1_S61_316,2.4
329,MV1-52193-720-d10-1_S5,MV1,52193-720,d10,1,MV1-52193-720-d10-1_S5_329,2.4
317,MFU-52193-724-d1-1_S30,MFU,52193-724,d1,1,MFU-52193-724-d1-1_S30_317,2.5
330,MV1-52193-724-d1-1_S43,MV1,52193-724,d1,1,MV1-52193-724-d1-1_S43_330,2.5
317,MFU-52193-726-d1-1_S15,MFU,52193-726,d1,1,MFU-52193-726-d1-1_S15_317,2.5
330,MV1-52193-726-d1-1_S16,MV1,52193-726,d1,1,MV1-52193-726-d1-1_S16_330,2.5
316,MFU-52193-728-d1-1_S58,MFU,52193-728,d1,1,MFU-52193-728-d1-1_S58_316,2.4
329,MV1-52193-728-d1-1_S90,MV1,52193-728,d1,1,MV1-52193-728-d1-1_S90_329,2.4
317,MFU-52193-732-d1-1_S77,MFU,52193-732,d1,1,MFU-52193-732-d1-1_S77_317,2.5
330,MV1-52193-732-d10-1_S57,MV1,52193-732,d10,1,MV1-52193-732-d10-1_S57_330,2.5
313,MFU-52193-734-d5-1_S79,MFU,52193-734,d5,1,MFU-52193-734-d5-1_S79_313,2.1
323,MV1-52193-734-d5-1_S59,MV1,52193-734,d5,1,MV1-52193-734-d5-1_S59_323,2.1
324,MV1-52193-734-d5-2_S79,MV1,52193-734,d5,2,MV1-52193-734-d5-2_S79_324,2.1
325,MV1-52193-734-d5-3_S79,MV1,52193-734,d5,3,MV1-52193-734-d5-3_S79_325,2.1
316,MFU-52193-74-d1-1_S30,MFU,52193-74,d1,1,MFU-52193-74-d1-1_S30_316,2.4
329,MV1-52193-74-d1-1_S50,MV1,52193-74,d1,1,MV1-52193-74-d1-1_S50_329,2.4
314,MFU-52193-744-d1-1_S30,MFU,52193-744,d1,1,MFU-52193-744-d1-1_S30_314,2.2
326,MV1-52193-744-d1-1_S37,MV1,52193-744,d1,1,MV1-52193-744-d1-1_S37_326,2.2
327,MV1-52193-744-d1-2_S37,MV1,52193-744,d1,2,MV1-52193-744-d1-2_S37_327,2.2
314,MFU-52193-746-d5-1_S46,MFU,52193-746,d5,1,MFU-52193-746-d5-1_S46_314,2.2
326,MV1-52193-746-d5-1_S58,MV1,52193-746,d5,1,MV1-52193-746-d5-1_S58_326,2.2
327,MV1-52193-746-d5-2_S58,MV1,52193-746,d5,2,MV1-52193-746-d5-2_S58_327,2.2
316,MFU-52193-756-d10-1_S69,MFU,52193-756,d10,1,MFU-52193-756-d10-1_S69_316,2.4
331,MV1-52193-756-d50-1_S6,MV1,52193-756,d50,1,MV1-52193-756-d50-1_S6_331,2.4
315,MFU-52193-758-d10-1_S75,MFU,52193-758,d10,1,MFU-52193-758-d10-1_S75_315,2.3
328,MV1-52193-758-d10-1_S41,MV1,52193-758,d10,1,MV1-52193-758-d10-1_S41_328,2.3
315,MFU-52193-76-d1-1_S33,MFU,52193-76,d1,1,MFU-52193-76-d1-1_S33_315,2.3
328,MV1-52193-76-d1-1_S47,MV1,52193-76,d1,1,MV1-52193-76-d1-1_S47_328,2.3
317,MFU-52193-766-d1-1_S67,MFU,52193-766,d1,1,MFU-52193-766-d1-1_S67_317,2.5
330,MV1-52193-766-d10-1_S30,MV1,52193-766,d10,1,MV1-52193-766-d10-1_S30_330,2.5
315,MFU-52193-768-d10-1_S85,MFU,52193-768,d10,1,MFU-52193-768-d10-1_S85_315,2.3
328,MV1-52193-768-d10-1_S71,MV1,52193-768,d10,1,MV1-52193-768-d10-1_S71_328,2.3
317,MFU-52193-774-d1-1_S49,MFU,52193-774,d1,1,MFU-52193-774-d1-1_S49_317,2.5
330,MV1-52193-774-d1-1_S68,MV1,52193-774,d1,1,MV1-52193-774-d1-1_S68_330,2.5
315,MFU-52193-776-d10-1_S91,MFU,52193-776,d10,1,MFU-52193-776-d10-1_S91_315,2.3
328,MV1-52193-776-d10-1_S85,MV1,52193-776,d10,1,MV1-52193-776-d10-1_S85_328,2.3
315,MFU-52193-783-d5-1_S29,MFU,52193-783,d5,1,MFU-52193-783-d5-1_S29_315,2.3
328,MV1-52193-783-d5-1_S40,MV1,52193-783,d5,1,MV1-52193-783-d5-1_S40_328,2.3
313,MFU-52193-789-d1-1_S5,MFU,52193-789,d1,1,MFU-52193-789-d1-1_S5_313,2.1
323,MV1-52193-789-d50-1_S100,MV1,52193-789,d50,1,MV1-52193-789-d50-1_S100_323,2.1
324,MV1-52193-789-d50-2_S5,MV1,52193-789,d50,2,MV1-52193-789-d50-2_S5_324,2.1
325,MV1-52193-789-d50-3_S5,MV1,52193-789,d50,3,MV1-52193-789-d50-3_S5_325,2.1
314,MFU-52193-791-d10-1_S77,MFU,52193-791,d10,1,MFU-52193-791-d10-1_S77_314,2.2
326,MV1-52193-791-d10-1_S25,MV1,52193-791,d10,1,MV1-52193-791-d10-1_S25_326,2.2
327,MV1-52193-791-d10-2_S25,MV1,52193-791,d10,2,MV1-52193-791-d10-2_S25_327,2.2
317,MFU-52193-799-d1-1_S38,MFU,52193-799,d1,1,MFU-52193-799-d1-1_S38_317,2.5
330,MV1-52193-799-d1-1_S53,MV1,52193-799,d1,1,MV1-52193-799-d1-1_S53_330,2.5
317,MFU-52193-80-d1-1_S56,MFU,52193-80,d1,1,MFU-52193-80-d1-1_S56_317,2.5
330,MV1-52193-80-d1-1_S76,MV1,52193-80,d1,1,MV1-52193-80-d1-1_S76_330,2.5
314,MFU-52193-801-d5-1_S3,MFU,52193-801,d5,1,MFU-52193-801-d5-1_S3_314,2.2
326,MV1-52193-801-d5-1_S4,MV1,52193-801,d5,1,MV1-52193-801-d5-1_S4_326,2.2
327,MV1-52193-801-d5-2_S4,MV1,52193-801,d5,2,MV1-52193-801-d5-2_S4_327,2.2
316,MFU-52193-803-d5-1_S46,MFU,52193-803,d5,1,MFU-52193-803-d5-1_S46_316,2.4
329,MV1-52193-803-d5-1_S74,MV1,52193-803,d5,1,MV1-52193-803-d5-1_S74_329,2.4
315,MFU-52193-805-d5-1_S41,MFU,52193-805,d5,1,MFU-52193-805-d5-1_S41_315,2.3
328,MV1-52193-805-d5-1_S59,MV1,52193-805,d5,1,MV1-52193-805-d5-1_S59_328,2.3
313,MFU-52193-808-d5-1_S11,MFU,52193-808,d5,1,MFU-52193-808-d5-1_S11_313,2.1
323,MV1-52193-808-d10-1_S79,MV1,52193-808,d10,1,MV1-52193-808-d10-1_S79_323,2.1
324,MV1-52193-808-d5-2_S11,MV1,52193-808,d5,2,MV1-52193-808-d5-2_S11_324,2.1
325,MV1-52193-808-d5-3_S11,MV1,52193-808,d5,3,MV1-52193-808-d5-3_S11_325,2.1
316,MFU-52193-812-d5-1_S34,MFU,52193-812,d5,1,MFU-52193-812-d5-1_S34_316,2.4
329,MV1-52193-812-d5-1_S56,MV1,52193-812,d5,1,MV1-52193-812-d5-1_S56_329,2.4
317,MFU-52193-813-d5-1_S65,MFU,52193-813,d5,1,MFU-52193-813-d5-1_S65_317,2.5
330,MV1-52193-813-d10-1_S19,MV1,52193-813,d10,1,MV1-52193-813-d10-1_S19_330,2.5
317,MFU-52193-815-d5-1_S62,MFU,52193-815,d5,1,MFU-52193-815-d5-1_S62_317,2.5
330,MV1-52193-815-d5-1_S85,MV1,52193-815,d5,1,MV1-52193-815-d5-1_S85_330,2.5
316,MFU-52193-817-d10-1_S81,MFU,52193-817,d10,1,MFU-52193-817-d10-1_S81_316,2.4
329,MV1-52193-817-d10-1_S72,MV1,52193-817,d10,1,MV1-52193-817-d10-1_S72_329,2.4
316,MFU-52193-819-d1-1_S47,MFU,52193-819,d1,1,MFU-52193-819-d1-1_S47_316,2.4
329,MV1-52193-819-d1-1_S75,MV1,52193-819,d1,1,MV1-52193-819-d1-1_S75_329,2.4
313,MFU-52193-823-d1-1_S9,MFU,52193-823,d1,1,MFU-52193-823-d1-1_S9_313,2.1
323,MV1-52193-823-d1-1_S5,MV1,52193-823,d1,1,MV1-52193-823-d1-1_S5_323,2.1
324,MV1-52193-823-d1-2_S9,MV1,52193-823,d1,2,MV1-52193-823-d1-2_S9_324,2.1
325,MV1-52193-823-d1-3_S9,MV1,52193-823,d1,3,MV1-52193-823-d1-3_S9_325,2.1
314,MFU-52193-825-d10-1_S79,MFU,52193-825,d10,1,MFU-52193-825-d10-1_S79_314,2.2
327,MV1-52193-825-d10-1_S95,MV1,52193-825,d10,1,MV1-52193-825-d10-1_S95_327,2.2
327,MV1-52193-825-d10-3_S103,MV1,52193-825,d10,3,MV1-52193-825-d10-3_S103_327,2.2
315,MFU-52193-835-d10-1_S78,MFU,52193-835,d10,1,MFU-52193-835-d10-1_S78_315,2.3
328,MV1-52193-835-d10-1_S48,MV1,52193-835,d10,1,MV1-52193-835-d10-1_S48_328,2.3
314,MFU-52193-837-d5-1_S65,MFU,52193-837,d5,1,MFU-52193-837-d5-1_S65_314,2.2
326,MV1-52193-837-d5-1_S83,MV1,52193-837,d5,1,MV1-52193-837-d5-1_S83_326,2.2
327,MV1-52193-837-d5-2_S83,MV1,52193-837,d5,2,MV1-52193-837-d5-2_S83_327,2.2
315,MFU-52193-84-d1-1_S26,MFU,52193-84,d1,1,MFU-52193-84-d1-1_S26_315,2.3
328,MV1-52193-84-d1-1_S35,MV1,52193-84,d1,1,MV1-52193-84-d1-1_S35_328,2.3
313,MFU-52193-847-d1-1_S37,MFU,52193-847,d1,1,MFU-52193-847-d1-1_S37_313,2.1
323,MV1-52193-847-d10-1_S80,MV1,52193-847,d10,1,MV1-52193-847-d10-1_S80_323,2.1
324,MV1-52193-847-d10-2_S37,MV1,52193-847,d10,2,MV1-52193-847-d10-2_S37_324,2.1
325,MV1-52193-847-d10-3_S37,MV1,52193-847,d10,3,MV1-52193-847-d10-3_S37_325,2.1
315,MFU-52193-849-d5-1_S57,MFU,52193-849,d5,1,MFU-52193-849-d5-1_S57_315,2.3
328,MV1-52193-849-d5-1_S84,MV1,52193-849,d5,1,MV1-52193-849-d5-1_S84_328,2.3
316,MFU-52193-851-d1-1_S23,MFU,52193-851,d1,1,MFU-52193-851-d1-1_S23_316,2.4
329,MV1-52193-851-d1-1_S38,MV1,52193-851,d1,1,MV1-52193-851-d1-1_S38_329,2.4
316,MFU-52193-853-d1-1_S36,MFU,52193-853,d1,1,MFU-52193-853-d1-1_S36_316,2.4
329,MV1-52193-853-d1-1_S58,MV1,52193-853,d1,1,MV1-52193-853-d1-1_S58_329,2.4
316,MFU-52193-855-d1-1_S27,MFU,52193-855,d1,1,MFU-52193-855-d1-1_S27_316,2.4
329,MV1-52193-855-d1-1_S42,MV1,52193-855,d1,1,MV1-52193-855-d1-1_S42_329,2.4
316,MFU-52193-859-d5-1_S18,MFU,52193-859,d5,1,MFU-52193-859-d5-1_S18_316,2.4
329,MV1-52193-859-d5-1_S26,MV1,52193-859,d5,1,MV1-52193-859-d5-1_S26_329,2.4
316,MFU-52193-86-d1-1_S38,MFU,52193-86,d1,1,MFU-52193-86-d1-1_S38_316,2.4
329,MV1-52193-86-d1-1_S62,MV1,52193-86,d1,1,MV1-52193-86-d1-1_S62_329,2.4
315,MFU-52193-861-d10-1_S72,MFU,52193-861,d10,1,MFU-52193-861-d10-1_S72_315,2.3
328,MV1-52193-861-d10-1_S34,MV1,52193-861,d10,1,MV1-52193-861-d10-1_S34_328,2.3
315,MFU-52193-864-d1-1_S5,MFU,52193-864,d1,1,MFU-52193-864-d1-1_S5_315,2.3
328,MV1-52193-864-d1-1_S5,MV1,52193-864,d1,1,MV1-52193-864-d1-1_S5_328,2.3
317,MFU-52193-866-d1-1_S57,MFU,52193-866,d1,1,MFU-52193-866-d1-1_S57_317,2.5
330,MV1-52193-866-d1-1_S77,MV1,52193-866,d1,1,MV1-52193-866-d1-1_S77_330,2.5
317,MFU-52193-868-d1-1_S25,MFU,52193-868,d1,1,MFU-52193-868-d1-1_S25_317,2.5
330,MV1-52193-868-d1-1_S28,MV1,52193-868,d1,1,MV1-52193-868-d1-1_S28_330,2.5
317,MFU-52193-872-d1-1_S66,MFU,52193-872,d1,1,MFU-52193-872-d1-1_S66_317,2.5
330,MV1-52193-872-d10-1_S29,MV1,52193-872,d10,1,MV1-52193-872-d10-1_S29_330,2.5
313,MFU-52193-874-d5-1_S68,MFU,52193-874,d5,1,MFU-52193-874-d5-1_S68_313,2.1
323,MV1-52193-874-d5-1_S49,MV1,52193-874,d5,1,MV1-52193-874-d5-1_S49_323,2.1
324,MV1-52193-874-d5-2_S68,MV1,52193-874,d5,2,MV1-52193-874-d5-2_S68_324,2.1
325,MV1-52193-874-d5-3_S68,MV1,52193-874,d5,3,MV1-52193-874-d5-3_S68_325,2.1
314,MFU-52193-876-d1-1_S52,MFU,52193-876,d1,1,MFU-52193-876-d1-1_S52_314,2.2
326,MV1-52193-876-d1-1_S64,MV1,52193-876,d1,1,MV1-52193-876-d1-1_S64_326,2.2
327,MV1-52193-876-d1-2_S64,MV1,52193-876,d1,2,MV1-52193-876-d1-2_S64_327,2.2
313,MFU-52193-878-d1-1_S39,MFU,52193-878,d1,1,MFU-52193-878-d1-1_S39_313,2.1
323,MV1-52193-878-d1-1_S27,MV1,52193-878,d1,1,MV1-52193-878-d1-1_S27_323,2.1
324,MV1-52193-878-d1-2_S39,MV1,52193-878,d1,2,MV1-52193-878-d1-2_S39_324,2.1
325,MV1-52193-878-d1-3_S39,MV1,52193-878,d1,3,MV1-52193-878-d1-3_S39_325,2.1
317,MFU-52193-88-d1-1_S16,MFU,52193-88,d1,1,MFU-52193-88-d1-1_S16_317,2.5
330,MV1-52193-88-d1-1_S17,MV1,52193-88,d1,1,MV1-52193-88-d1-1_S17_330,2.5
315,MFU-52193-880-d1-1_S54,MFU,52193-880,d1,1,MFU-52193-880-d1-1_S54_315,2.3
328,MV1-52193-880-d1-1_S78,MV1,52193-880,d1,1,MV1-52193-880-d1-1_S78_328,2.3
315,MFU-52193-884-d10-1_S86,MFU,52193-884,d10,1,MFU-52193-884-d10-1_S86_315,2.3
328,MV1-52193-884-d10-1_S73,MV1,52193-884,d10,1,MV1-52193-884-d10-1_S73_328,2.3
314,MFU-52193-886-d1-1_S69,MFU,52193-886,d1,1,MFU-52193-886-d1-1_S69_314,2.2
326,MV1-52193-886-d1-1_S89,MV1,52193-886,d1,1,MV1-52193-886-d1-1_S89_326,2.2
327,MV1-52193-886-d1-2_S89,MV1,52193-886,d1,2,MV1-52193-886-d1-2_S89_327,2.2
317,MFU-52193-888-d1-1_S20,MFU,52193-888,d1,1,MFU-52193-888-d1-1_S20_317,2.5
330,MV1-52193-888-d1-1_S23,MV1,52193-888,d1,1,MV1-52193-888-d1-1_S23_330,2.5
314,MFU-52193-890-d1-1_S11,MFU,52193-890,d1,1,MFU-52193-890-d1-1_S11_314,2.2
326,MV1-52193-890-d1-1_S14,MV1,52193-890,d1,1,MV1-52193-890-d1-1_S14_326,2.2
327,MV1-52193-890-d1-2_S14,MV1,52193-890,d1,2,MV1-52193-890-d1-2_S14_327,2.2
315,MFU-52193-892-d1-1_S27,MFU,52193-892,d1,1,MFU-52193-892-d1-1_S27_315,2.3
328,MV1-52193-892-d1-1_S36,MV1,52193-892,d1,1,MV1-52193-892-d1-1_S36_328,2.3
317,MFU-52193-896-d1-1_S28,MFU,52193-896,d1,1,MFU-52193-896-d1-1_S28_317,2.5
330,MV1-52193-896-d1-1_S39,MV1,52193-896,d1,1,MV1-52193-896-d1-1_S39_330,2.5
313,MFU-52193-898-d5-1_S27,MFU,52193-898,d5,1,MFU-52193-898-d5-1_S27_313,2.1
323,MV1-52193-898-d5-1_S19,MV1,52193-898,d5,1,MV1-52193-898-d5-1_S19_323,2.1
324,MV1-52193-898-d5-2_S27,MV1,52193-898,d5,2,MV1-52193-898-d5-2_S27_324,2.1
325,MV1-52193-898-d5-3_S27,MV1,52193-898,d5,3,MV1-52193-898-d5-3_S27_325,2.1
316,MFU-52193-908-d1-1_S17,MFU,52193-908,d1,1,MFU-52193-908-d1-1_S17_316,2.4
329,MV1-52193-908-d1-1_S25,MV1,52193-908,d1,1,MV1-52193-908-d1-1_S25_329,2.4
313,MFU-52193-910-d5-1_S51,MFU,52193-910,d5,1,MFU-52193-910-d5-1_S51_313,2.1
323,MV1-52193-910-d5-1_S37,MV1,52193-910,d5,1,MV1-52193-910-d5-1_S37_323,2.1
324,MV1-52193-910-d5-2_S51,MV1,52193-910,d5,2,MV1-52193-910-d5-2_S51_324,2.1
325,MV1-52193-910-d5-3_S51,MV1,52193-910,d5,3,MV1-52193-910-d5-3_S51_325,2.1
314,MFU-52193-920-d1-1_S21,MFU,52193-920,d1,1,MFU-52193-920-d1-1_S21_314,2.2
326,MV1-52193-920-d1-1_S27,MV1,52193-920,d1,1,MV1-52193-920-d1-1_S27_326,2.2
327,MV1-52193-920-d1-2_S27,MV1,52193-920,d1,2,MV1-52193-920-d1-2_S27_327,2.2
315,MFU-52193-922-d5-1_S3,MFU,52193-922,d5,1,MFU-52193-922-d5-1_S3_315,2.3
328,MV1-52193-922-d5-1_S3,MV1,52193-922,d5,1,MV1-52193-922-d5-1_S3_328,2.3
318,MFU-52193-93-d10-1_S5,MFU,52193-93,d10,1,MFU-52193-93-d10-1_S5_318,2.6
316,MFU-52193-930-d1-1_S37,MFU,52193-930,d1,1,MFU-52193-930-d1-1_S37_316,2.4
329,MV1-52193-930-d1-1_S60,MV1,52193-930,d1,1,MV1-52193-930-d1-1_S60_329,2.4
315,MFU-52193-932-d10-1_S82,MFU,52193-932,d10,1,MFU-52193-932-d10-1_S82_315,2.3
328,MV1-52193-932-d10-1_S62,MV1,52193-932,d10,1,MV1-52193-932-d10-1_S62_328,2.3
316,MFU-52193-938-d1-1_S43,MFU,52193-938,d1,1,MFU-52193-938-d1-1_S43_316,2.4
329,MV1-52193-938-d1-1_S68,MV1,52193-938,d1,1,MV1-52193-938-d1-1_S68_329,2.4
317,MFU-52193-94-d10-1_S96,MFU,52193-94,d10,1,MFU-52193-94-d10-1_S96_317,2.6
331,MV1-52193-94-d1-1_S9,MV1,52193-94,d1,1,MV1-52193-94-d1-1_S9_331,2.6
316,MFU-52193-940-d10-1_S63,MFU,52193-940,d10,1,MFU-52193-940-d10-1_S63_316,2.4
329,MV1-52193-940-d10-1_S8,MV1,52193-940,d10,1,MV1-52193-940-d10-1_S8_329,2.4
318,MFU-52193-946-d10-1_S81,MFU,52193-946,d10,1,MFU-52193-946-d10-1_S81_318,2.1
323,MV1-52193-946-d10-1_S81,MV1,52193-946,d10,1,MV1-52193-946-d10-1_S81_323,2.1
324,MV1-52193-946-d10-2_S14,MV1,52193-946,d10,2,MV1-52193-946-d10-2_S14_324,2.1
325,MV1-52193-946-d10-3_S14,MV1,52193-946,d10,3,MV1-52193-946-d10-3_S14_325,2.1
317,MFU-52193-953-d5-1_S61,MFU,52193-953,d5,1,MFU-52193-953-d5-1_S61_317,2.5
330,MV1-52193-953-d5-1_S82,MV1,52193-953,d5,1,MV1-52193-953-d5-1_S82_330,2.5
314,MFU-52193-960-d1-1_S38,MFU,52193-960,d1,1,MFU-52193-960-d1-1_S38_314,2.2
326,MV1-52193-960-d1-1_S47,MV1,52193-960,d1,1,MV1-52193-960-d1-1_S47_326,2.2
327,MV1-52193-960-d1-2_S47,MV1,52193-960,d1,2,MV1-52193-960-d1-2_S47_327,2.2
314,MFU-52193-962-d5-1_S40,MFU,52193-962,d5,1,MFU-52193-962-d5-1_S40_314,2.2
326,MV1-52193-962-d5-1_S50,MV1,52193-962,d5,1,MV1-52193-962-d5-1_S50_326,2.2
327,MV1-52193-962-d5-2_S50,MV1,52193-962,d5,2,MV1-52193-962-d5-2_S50_327,2.2
314,MFU-52193-964-d1-1_S55,MFU,52193-964,d1,1,MFU-52193-964-d1-1_S55_314,2.2
326,MV1-52193-964-d1-1_S68,MV1,52193-964,d1,1,MV1-52193-964-d1-1_S68_326,2.2
327,MV1-52193-964-d1-2_S68,MV1,52193-964,d1,2,MV1-52193-964-d1-2_S68_327,2.2
316,MFU-52193-966-d1-1_S19,MFU,52193-966,d1,1,MFU-52193-966-d1-1_S19_316,2.4
329,MV1-52193-966-d1-1_S30,MV1,52193-966,d1,1,MV1-52193-966-d1-1_S30_329,2.4
314,MFU-52193-968-d1-1_S67,MFU,52193-968,d1,1,MFU-52193-968-d1-1_S67_314,2.2
326,MV1-52193-968-d1-1_S87,MV1,52193-968,d1,1,MV1-52193-968-d1-1_S87_326,2.2
327,MV1-52193-968-d1-2_S87,MV1,52193-968,d1,2,MV1-52193-968-d1-2_S87_327,2.2
316,MFU-52193-972-d1-1_S13,MFU,52193-972,d1,1,MFU-52193-972-d1-1_S13_316,2.4
329,MV1-52193-972-d1-1_S18,MV1,52193-972,d1,1,MV1-52193-972-d1-1_S18_329,2.4
315,MFU-52193-974-d5-1_S52,MFU,52193-974,d5,1,MFU-52193-974-d5-1_S52_315,2.3
328,MV1-52193-974-d5-1_S76,MV1,52193-974,d5,1,MV1-52193-974-d5-1_S76_328,2.3
313,MFU-52193-977-d1-1_S53,MFU,52193-977,d1,1,MFU-52193-977-d1-1_S53_313,2.1
323,MV1-52193-977-d1-1_S39,MV1,52193-977,d1,1,MV1-52193-977-d1-1_S39_323,2.1
324,MV1-52193-977-d1-2_S53,MV1,52193-977,d1,2,MV1-52193-977-d1-2_S53_324,2.1
325,MV1-52193-977-d1-3_S53,MV1,52193-977,d1,3,MV1-52193-977-d1-3_S53_325,2.1
313,MFU-52193-979-d1-1_S3,MFU,52193-979,d1,1,MFU-52193-979-d1-1_S3_313,2.1
323,MV1-52193-979-d1-1_S1,MV1,52193-979,d1,1,MV1-52193-979-d1-1_S1_323,2.1
324,MV1-52193-979-d1-2_S3,MV1,52193-979,d1,2,MV1-52193-979-d1-2_S3_324,2.1
325,MV1-52193-979-d1-3_S3,MV1,52193-979,d1,3,MV1-52193-979-d1-3_S3_325,2.1
315,MFU-52193-981-d1-1_S58,MFU,52193-981,d1,1,MFU-52193-981-d1-1_S58_315,2.3
328,MV1-52193-981-d1-1_S86,MV1,52193-981,d1,1,MV1-52193-981-d1-1_S86_328,2.3
316,MFU-52193-985-d1-1_S95,MFU,52193-985,d1,1,MFU-52193-985-d1-1_S95_316,2.4
329,MV1-52193-985-d10-1_S52,MV1,52193-985,d10,1,MV1-52193-985-d10-1_S52_329,2.4
