Plate,Sample_name,primer,NWFSCsampleID,dilution,techRep,SampleUID,PlateNo
307,DL-52193-1611-d1-2,DL,52193-1611,d1,2,DL-52193-1611-d1-2_307,2
308,DL-52193-1611-d1-3,DL,52193-1611,d1,3,DL-52193-1611-d1-3_308,2
318,MFU-52193-1611-d10-1_S38,MFU,52193-1611,d10,1,MFU-52193-1611-d10-1_S38_318,2
320,MV1-52193-1611-d10-1_S36,MV1,52193-1611,d10,1,MV1-52193-1611-d10-1_S36_320,2
317,MFU-52193-162-d10-1_S103,MFU,52193-162,d10,1,MFU-52193-162-d10-1_S103_317,2.6
331,MV1-52193-162-d5-1_S16,MV1,52193-162,d5,1,MV1-52193-162-d5-1_S16_331,2.6
331,MV1-52193-162-d5-1_S16,MV1,52193-162,d5,1,MV1-52193-162-d5-1_S16_331,2.6
304,MFU-52193-1621-d1-1_S234,MFU,52193-1621,d1,1,MFU-52193-1621-d1-1_S234_304,2
306,DL-52193-1621-d1-1,DL,52193-1621,d1,1,DL-52193-1621-d1-1_306,2
307,DL-52193-1621-d1-2,DL,52193-1621,d1,2,DL-52193-1621-d1-2_307,2
308,DL-52193-1621-d1-3,DL,52193-1621,d1,3,DL-52193-1621-d1-3_308,2
320,MV1-52193-1621-d10-1_S37,MV1,52193-1621,d10,1,MV1-52193-1621-d10-1_S37_320,2
306,DL-52193-1623-d1-1,DL,52193-1623,d1,1,DL-52193-1623-d1-1_306,2
307,DL-52193-1623-d1-2,DL,52193-1623,d1,2,DL-52193-1623-d1-2_307,2
308,DL-52193-1623-d1-3,DL,52193-1623,d1,3,DL-52193-1623-d1-3_308,2
318,MFU-52193-1623-d10-1_S40,MFU,52193-1623,d10,1,MFU-52193-1623-d10-1_S40_318,2
320,MV1-52193-1623-d10-1_S38,MV1,52193-1623,d10,1,MV1-52193-1623-d10-1_S38_320,2
315,MFU-52193-1625-d1-1_S11,MFU,52193-1625,d1,1,MFU-52193-1625-d1-1_S11_315,2.3
328,MV1-52193-1625-d1-1_S13,MV1,52193-1625,d1,1,MV1-52193-1625-d1-1_S13_328,2.3
326,MV1-52193-1627-d1-1_S20,MV1,52193-1627,d1,1,MV1-52193-1627-d1-1_S20_326,2.2
327,MV1-52193-1627-d1-2_S20,MV1,52193-1627,d1,2,MV1-52193-1627-d1-2_S20_327,2.2
316,MFU-52193-1629-d1-1_S49,MFU,52193-1629,d1,1,MFU-52193-1629-d1-1_S49_316,2.4
329,MV1-52193-1629-d1-1_S77,MV1,52193-1629,d1,1,MV1-52193-1629-d1-1_S77_329,2.4
318,MFU-52193-163-d10-1_S6,MFU,52193-163,d10,1,MFU-52193-163-d10-1_S6_318,2.6
304,MFU-52193-1633-d1-1_S236,MFU,52193-1633,d1,1,MFU-52193-1633-d1-1_S236_304,2
306,DL-52193-1633-d1-1,DL,52193-1633,d1,1,DL-52193-1633-d1-1_306,2
307,DL-52193-1633-d1-2,DL,52193-1633,d1,2,DL-52193-1633-d1-2_307,2
308,DL-52193-1633-d1-3,DL,52193-1633,d1,3,DL-52193-1633-d1-3_308,2
320,MV1-52193-1633-d10-1_S39,MV1,52193-1633,d10,1,MV1-52193-1633-d10-1_S39_320,2
316,MFU-52193-1635-d20-1_S90,MFU,52193-1635,d20,1,MFU-52193-1635-d20-1_S90_316,2.4
329,MV1-52193-1635-d10-1_S59,MV1,52193-1635,d10,1,MV1-52193-1635-d10-1_S59_329,2.4
315,MFU-52193-1637-d1-1_S19,MFU,52193-1637,d1,1,MFU-52193-1637-d1-1_S19_315,2.3
328,MV1-52193-1637-d1-1_S25,MV1,52193-1637,d1,1,MV1-52193-1637-d1-1_S25_328,2.3
315,MFU-52193-1639-d1-1_S49,MFU,52193-1639,d1,1,MFU-52193-1639-d1-1_S49_315,2.3
328,MV1-52193-1639-d1-1_S70,MV1,52193-1639,d1,1,MV1-52193-1639-d1-1_S70_328,2.3
315,MFU-52193-1641-d1-1_S37,MFU,52193-1641,d1,1,MFU-52193-1641-d1-1_S37_315,2.3
328,MV1-52193-1641-d1-1_S53,MV1,52193-1641,d1,1,MV1-52193-1641-d1-1_S53_328,2.3
316,MFU-52193-1645-d1-1_S52,MFU,52193-1645,d1,1,MFU-52193-1645-d1-1_S52_316,2.4
329,MV1-52193-1645-d1-1_S82,MV1,52193-1645,d1,1,MV1-52193-1645-d1-1_S82_329,2.4
304,MFU-52193-1647-d1-1_S237,MFU,52193-1647,d1,1,MFU-52193-1647-d1-1_S237_304,2
306,DL-52193-1647-d1-1,DL,52193-1647,d1,1,DL-52193-1647-d1-1_306,2
307,DL-52193-1647-d1-2,DL,52193-1647,d1,2,DL-52193-1647-d1-2_307,2
308,DL-52193-1647-d1-3,DL,52193-1647,d1,3,DL-52193-1647-d1-3_308,2
320,MV1-52193-1647-d20-1_S90,MV1,52193-1647,d20,1,MV1-52193-1647-d20-1_S90_320,2
304,MFU-52193-1653-d1-1_S238,MFU,52193-1653,d1,1,MFU-52193-1653-d1-1_S238_304,2
306,DL-52193-1653-d1-1,DL,52193-1653,d1,1,DL-52193-1653-d1-1_306,2
307,DL-52193-1653-d1-2,DL,52193-1653,d1,2,DL-52193-1653-d1-2_307,2
308,DL-52193-1653-d1-3,DL,52193-1653,d1,3,DL-52193-1653-d1-3_308,2
320,MV1-52193-1653-d10-1_S40,MV1,52193-1653,d10,1,MV1-52193-1653-d10-1_S40_320,2
304,MFU-52193-1655-d1-1_S239,MFU,52193-1655,d1,1,MFU-52193-1655-d1-1_S239_304,2
306,DL-52193-1655-d1-1,DL,52193-1655,d1,1,DL-52193-1655-d1-1_306,2
307,DL-52193-1655-d1-2,DL,52193-1655,d1,2,DL-52193-1655-d1-2_307,2
308,DL-52193-1655-d1-3,DL,52193-1655,d1,3,DL-52193-1655-d1-3_308,2
320,MV1-52193-1655-d10-1_S41,MV1,52193-1655,d10,1,MV1-52193-1655-d10-1_S41_320,2
306,DL-52193-1657-d1-1,DL,52193-1657,d1,1,DL-52193-1657-d1-1_306,2
307,DL-52193-1657-d1-2,DL,52193-1657,d1,2,DL-52193-1657-d1-2_307,2
308,DL-52193-1657-d1-3,DL,52193-1657,d1,3,DL-52193-1657-d1-3_308,2
318,MFU-52193-1657-d10-1_S44,MFU,52193-1657,d10,1,MFU-52193-1657-d10-1_S44_318,2
320,MV1-52193-1657-d10-1_S42,MV1,52193-1657,d10,1,MV1-52193-1657-d10-1_S42_320,2
316,MFU-52193-166-d1-1_S56,MFU,52193-166,d1,1,MFU-52193-166-d1-1_S56_316,2.4
329,MV1-52193-166-d1-1_S88,MV1,52193-166,d1,1,MV1-52193-166-d1-1_S88_329,2.4
304,MFU-52193-1662-d5-1_S242,MFU,52193-1662,d5,1,MFU-52193-1662-d5-1_S242_304,2
306,DL-52193-1662-d1-1,DL,52193-1662,d1,1,DL-52193-1662-d1-1_306,2
307,DL-52193-1662-d1-2,DL,52193-1662,d1,2,DL-52193-1662-d1-2_307,2
308,DL-52193-1662-d1-3,DL,52193-1662,d1,3,DL-52193-1662-d1-3_308,2
320,MV1-52193-1662-d10-1_S43,MV1,52193-1662,d10,1,MV1-52193-1662-d10-1_S43_320,2
304,MFU-52193-1664-d1-1_S243,MFU,52193-1664,d1,1,MFU-52193-1664-d1-1_S243_304,2
306,DL-52193-1664-d1-1,DL,52193-1664,d1,1,DL-52193-1664-d1-1_306,2
307,DL-52193-1664-d1-2,DL,52193-1664,d1,2,DL-52193-1664-d1-2_307,2
308,DL-52193-1664-d1-3,DL,52193-1664,d1,3,DL-52193-1664-d1-3_308,2
320,MV1-52193-1664-d10-1_S45,MV1,52193-1664,d10,1,MV1-52193-1664-d10-1_S45_320,2
306,DL-52193-1671-d1-1,DL,52193-1671,d1,1,DL-52193-1671-d1-1_306,2
307,DL-52193-1671-d1-2,DL,52193-1671,d1,2,DL-52193-1671-d1-2_307,2
308,DL-52193-1671-d1-3,DL,52193-1671,d1,3,DL-52193-1671-d1-3_308,2
318,MFU-52193-1671-d10-1_S47,MFU,52193-1671,d10,1,MFU-52193-1671-d10-1_S47_318,2
320,MV1-52193-1671-d10-1_S46,MV1,52193-1671,d10,1,MV1-52193-1671-d10-1_S46_320,2
304,MFU-52193-1678-d1-1_S245,MFU,52193-1678,d1,1,MFU-52193-1678-d1-1_S245_304,2
306,DL-52193-1678-d1-1,DL,52193-1678,d1,1,DL-52193-1678-d1-1_306,2
307,DL-52193-1678-d1-2,DL,52193-1678,d1,2,DL-52193-1678-d1-2_307,2
308,DL-52193-1678-d1-3,DL,52193-1678,d1,3,DL-52193-1678-d1-3_308,2
320,MV1-52193-1678-d10-1_S47,MV1,52193-1678,d10,1,MV1-52193-1678-d10-1_S47_320,2
317,MFU-52193-168-d1-1_S59,MFU,52193-168,d1,1,MFU-52193-168-d1-1_S59_317,2.5
330,MV1-52193-168-d1-1_S79,MV1,52193-168,d1,1,MV1-52193-168-d1-1_S79_330,2.5
304,MFU-52193-1680-d1-1_S246,MFU,52193-1680,d1,1,MFU-52193-1680-d1-1_S246_304,2
306,DL-52193-1680-d1-1,DL,52193-1680,d1,1,DL-52193-1680-d1-1_306,2
307,DL-52193-1680-d1-2,DL,52193-1680,d1,2,DL-52193-1680-d1-2_307,2
308,DL-52193-1680-d1-3,DL,52193-1680,d1,3,DL-52193-1680-d1-3_308,2
320,MV1-52193-1680-d1-1_S48,MV1,52193-1680,d1,1,MV1-52193-1680-d1-1_S48_320,2
313,MFU-52193-1682-d1-1_S46,MFU,52193-1682,d1,1,MFU-52193-1682-d1-1_S46_313,2.1
323,MV1-52193-1682-d1-1_S32,MV1,52193-1682,d1,1,MV1-52193-1682-d1-1_S32_323,2.1
324,MV1-52193-1682-d10-2_S46,MV1,52193-1682,d10,2,MV1-52193-1682-d10-2_S46_324,2.1
325,MV1-52193-1682-d10-3_S46,MV1,52193-1682,d10,3,MV1-52193-1682-d10-3_S46_325,2.1
331,MV1-52193-1683-d10-1_S11,MV1,52193-1683,d10,1,MV1-52193-1683-d10-1_S11_331,NA
316,MFU-52193-1684-d1-1_S7,MFU,52193-1684,d1,1,MFU-52193-1684-d1-1_S7_316,2.4
316,MFU-52193-1686-d1-1_S55,MFU,52193-1686,d1,1,MFU-52193-1686-d1-1_S55_316,2.4
329,MV1-52193-1686-d1-1_S87,MV1,52193-1686,d1,1,MV1-52193-1686-d1-1_S87_329,2.4
304,MFU-52193-1690-d1-1_S247,MFU,52193-1690,d1,1,MFU-52193-1690-d1-1_S247_304,2
306,DL-52193-1690-d1-1,DL,52193-1690,d1,1,DL-52193-1690-d1-1_306,2
307,DL-52193-1690-d1-2,DL,52193-1690,d1,2,DL-52193-1690-d1-2_307,2
308,DL-52193-1690-d1-3,DL,52193-1690,d1,3,DL-52193-1690-d1-3_308,2
320,MV1-52193-1690-d10-1_S49,MV1,52193-1690,d10,1,MV1-52193-1690-d10-1_S49_320,2
304,MFU-52193-1694-d1-1_S248,MFU,52193-1694,d1,1,MFU-52193-1694-d1-1_S248_304,2
306,DL-52193-1694-d1-1,DL,52193-1694,d1,1,DL-52193-1694-d1-1_306,2
307,DL-52193-1694-d1-2,DL,52193-1694,d1,2,DL-52193-1694-d1-2_307,2
308,DL-52193-1694-d1-3,DL,52193-1694,d1,3,DL-52193-1694-d1-3_308,2
320,MV1-52193-1694-d20-1_S91,MV1,52193-1694,d20,1,MV1-52193-1694-d20-1_S91_320,2
317,MFU-52193-1696-d1-1_S6,MFU,52193-1696,d1,1,MFU-52193-1696-d1-1_S6_317,2.5
330,MV1-52193-1696-d1-1_S6,MV1,52193-1696,d1,1,MV1-52193-1696-d1-1_S6_330,2.5
314,MFU-52193-1698-d1-1_S54,MFU,52193-1698,d1,1,MFU-52193-1698-d1-1_S54_314,2.2
326,MV1-52193-1698-d1-1_S67,MV1,52193-1698,d1,1,MV1-52193-1698-d1-1_S67_326,2.2
327,MV1-52193-1698-d1-2_S67,MV1,52193-1698,d1,2,MV1-52193-1698-d1-2_S67_327,2.2
317,MFU-52193-17-d10-1_S91,MFU,52193-17,d10,1,MFU-52193-17-d10-1_S91_317,2.6
331,MV1-52193-17-d10-1_S34,MV1,52193-17,d10,1,MV1-52193-17-d10-1_S34_331,2.6
313,MFU-52193-170-d1-1_S33,MFU,52193-170,d1,1,MFU-52193-170-d1-1_S33_313,2.1
323,MV1-52193-170-d1-1_S23,MV1,52193-170,d1,1,MV1-52193-170-d1-1_S23_323,2.1
324,MV1-52193-170-d1-2_S33,MV1,52193-170,d1,2,MV1-52193-170-d1-2_S33_324,2.1
325,MV1-52193-170-d1-3_S33,MV1,52193-170,d1,3,MV1-52193-170-d1-3_S33_325,2.1
313,MFU-52193-1700-d1-1_S7,MFU,52193-1700,d1,1,MFU-52193-1700-d1-1_S7_313,2.1
323,MV1-52193-1700-d1-1_S3,MV1,52193-1700,d1,1,MV1-52193-1700-d1-1_S3_323,2.1
324,MV1-52193-1700-d1-2_S7,MV1,52193-1700,d1,2,MV1-52193-1700-d1-2_S7_324,2.1
325,MV1-52193-1700-d1-3_S7,MV1,52193-1700,d1,3,MV1-52193-1700-d1-3_S7_325,2.1
304,MFU-52193-1704-d1-1_S249,MFU,52193-1704,d1,1,MFU-52193-1704-d1-1_S249_304,2
306,DL-52193-1704-d1-1,DL,52193-1704,d1,1,DL-52193-1704-d1-1_306,2
307,DL-52193-1704-d1-2,DL,52193-1704,d1,2,DL-52193-1704-d1-2_307,2
308,DL-52193-1704-d1-3,DL,52193-1704,d1,3,DL-52193-1704-d1-3_308,2
320,MV1-52193-1704-d10-1_S50,MV1,52193-1704,d10,1,MV1-52193-1704-d10-1_S50_320,2
306,DL-52193-1706-d1-1,DL,52193-1706,d1,1,DL-52193-1706-d1-1_306,2
307,DL-52193-1706-d1-2,DL,52193-1706,d1,2,DL-52193-1706-d1-2_307,2
308,DL-52193-1706-d1-3,DL,52193-1706,d1,3,DL-52193-1706-d1-3_308,2
318,MFU-52193-1706-d10-1_S51,MFU,52193-1706,d10,1,MFU-52193-1706-d10-1_S51_318,2
320,MV1-52193-1706-d100-1_S94,MV1,52193-1706,d100,1,MV1-52193-1706-d100-1_S94_320,2
304,MFU-52193-1716-d1-1_S251,MFU,52193-1716,d1,1,MFU-52193-1716-d1-1_S251_304,2
306,DL-52193-1716-d1-1,DL,52193-1716,d1,1,DL-52193-1716-d1-1_306,2
307,DL-52193-1716-d1-2,DL,52193-1716,d1,2,DL-52193-1716-d1-2_307,2
308,DL-52193-1716-d1-3,DL,52193-1716,d1,3,DL-52193-1716-d1-3_308,2
320,MV1-52193-1716-d10-1_S51,MV1,52193-1716,d10,1,MV1-52193-1716-d10-1_S51_320,2
306,DL-52193-1721-d1-1,DL,52193-1721,d1,1,DL-52193-1721-d1-1_306,2
307,DL-52193-1721-d1-2,DL,52193-1721,d1,2,DL-52193-1721-d1-2_307,2
308,DL-52193-1721-d1-3,DL,52193-1721,d1,3,DL-52193-1721-d1-3_308,2
318,MFU-52193-1721-d10-1_S53,MFU,52193-1721,d10,1,MFU-52193-1721-d10-1_S53_318,2
320,MV1-52193-1721-d10-1_S52,MV1,52193-1721,d10,1,MV1-52193-1721-d10-1_S52_320,2
306,DL-52193-1725-d1-1,DL,52193-1725,d1,1,DL-52193-1725-d1-1_306,2
307,DL-52193-1725-d1-2,DL,52193-1725,d1,2,DL-52193-1725-d1-2_307,2
308,DL-52193-1725-d1-3,DL,52193-1725,d1,3,DL-52193-1725-d1-3_308,2
318,MFU-52193-1725-d10-1_S54,MFU,52193-1725,d10,1,MFU-52193-1725-d10-1_S54_318,2
320,MV1-52193-1725-d10-1_S53,MV1,52193-1725,d10,1,MV1-52193-1725-d10-1_S53_320,2
306,DL-52193-1728-d1-1,DL,52193-1728,d1,1,DL-52193-1728-d1-1_306,2
307,DL-52193-1728-d1-2,DL,52193-1728,d1,2,DL-52193-1728-d1-2_307,2
308,DL-52193-1728-d1-3,DL,52193-1728,d1,3,DL-52193-1728-d1-3_308,2
318,MFU-52193-1728-d10-1_S55,MFU,52193-1728,d10,1,MFU-52193-1728-d10-1_S55_318,2
320,MV1-52193-1728-d10-1_S54,MV1,52193-1728,d10,1,MV1-52193-1728-d10-1_S54_320,2
304,MFU-52193-1733-d1-1_S255,MFU,52193-1733,d1,1,MFU-52193-1733-d1-1_S255_304,2
306,DL-52193-1733-d1-1,DL,52193-1733,d1,1,DL-52193-1733-d1-1_306,2
307,DL-52193-1733-d1-2,DL,52193-1733,d1,2,DL-52193-1733-d1-2_307,2
308,DL-52193-1733-d1-3,DL,52193-1733,d1,3,DL-52193-1733-d1-3_308,2
308,DL-52193-1733-d1-4,DL,52193-1733,d1,4,DL-52193-1733-d1-4_308,2
308,DL-52193-1733-d1-5,DL,52193-1733,d1,5,DL-52193-1733-d1-5_308,2
320,MV1-52193-1733-d10-1_S55,MV1,52193-1733,d10,1,MV1-52193-1733-d10-1_S55_320,2
313,MFU-52193-1735-d5-1_S47,MFU,52193-1735,d5,1,MFU-52193-1735-d5-1_S47_313,2.1
323,MV1-52193-1735-d5-1_S33,MV1,52193-1735,d5,1,MV1-52193-1735-d5-1_S33_323,2.1
324,MV1-52193-1735-d5-2_S47,MV1,52193-1735,d5,2,MV1-52193-1735-d5-2_S47_324,2.1
325,MV1-52193-1735-d5-3_S47,MV1,52193-1735,d5,3,MV1-52193-1735-d5-3_S47_325,2.1
317,MFU-52193-174-d10-1_S93,MFU,52193-174,d10,1,MFU-52193-174-d10-1_S93_317,2.6
331,MV1-52193-174-d1-1_S7,MV1,52193-174,d1,1,MV1-52193-174-d1-1_S7_331,2.6
317,MFU-52193-1743-d1-1_S19,MFU,52193-1743,d1,1,MFU-52193-1743-d1-1_S19_317,2.5
330,MV1-52193-1743-d1-1_S22,MV1,52193-1743,d1,1,MV1-52193-1743-d1-1_S22_330,2.5
304,MFU-52193-1746-d1-1_S256,MFU,52193-1746,d1,1,MFU-52193-1746-d1-1_S256_304,2
306,DL-52193-1746-d1-1,DL,52193-1746,d1,1,DL-52193-1746-d1-1_306,2
307,DL-52193-1746-d1-2,DL,52193-1746,d1,2,DL-52193-1746-d1-2_307,2
308,DL-52193-1746-d1-3,DL,52193-1746,d1,3,DL-52193-1746-d1-3_308,2
320,MV1-52193-1746-d1-1_S56,MV1,52193-1746,d1,1,MV1-52193-1746-d1-1_S56_320,2
315,MFU-52193-1747-d1-1_S15,MFU,52193-1747,d1,1,MFU-52193-1747-d1-1_S15_315,2.3
328,MV1-52193-1747-d1-1_S19,MV1,52193-1747,d1,1,MV1-52193-1747-d1-1_S19_328,2.3
315,MFU-52193-1749-d1-1_S17,MFU,52193-1749,d1,1,MFU-52193-1749-d1-1_S17_315,2.3
328,MV1-52193-1749-d1-1_S21,MV1,52193-1749,d1,1,MV1-52193-1749-d1-1_S21_328,2.3
318,MFU-52193-175-d10-1_S7,MFU,52193-175,d10,1,MFU-52193-175-d10-1_S7_318,2.6
331,MV1-52193-175-d10-1_S49,MV1,52193-175,d10,1,MV1-52193-175-d10-1_S49_331,2.6
317,MFU-52193-1751-d1-1_S48,MFU,52193-1751,d1,1,MFU-52193-1751-d1-1_S48_317,2.5
330,MV1-52193-1751-d1-1_S67,MV1,52193-1751,d1,1,MV1-52193-1751-d1-1_S67_330,2.5
304,MFU-52193-1755-d1-1_S257,MFU,52193-1755,d1,1,MFU-52193-1755-d1-1_S257_304,2
306,DL-52193-1755-d1-1,DL,52193-1755,d1,1,DL-52193-1755-d1-1_306,2
307,DL-52193-1755-d1-2,DL,52193-1755,d1,2,DL-52193-1755-d1-2_307,2
308,DL-52193-1755-d1-3,DL,52193-1755,d1,3,DL-52193-1755-d1-3_308,2
320,MV1-52193-1755-d10-1_S57,MV1,52193-1755,d10,1,MV1-52193-1755-d10-1_S57_320,2
306,DL-52193-1757-d1-1,DL,52193-1757,d1,1,DL-52193-1757-d1-1_306,2
307,DL-52193-1757-d1-2,DL,52193-1757,d1,2,DL-52193-1757-d1-2_307,2
308,DL-52193-1757-d1-3,DL,52193-1757,d1,3,DL-52193-1757-d1-3_308,2
318,MFU-52193-1757-d10-1_S58,MFU,52193-1757,d10,1,MFU-52193-1757-d10-1_S58_318,2
320,MV1-52193-1757-d10-1_S58,MV1,52193-1757,d10,1,MV1-52193-1757-d10-1_S58_320,2
316,MFU-52193-176-d10-1_S84,MFU,52193-176,d10,1,MFU-52193-176-d10-1_S84_316,2.4
329,MV1-52193-176-d10-1_S84,MV1,52193-176,d10,1,MV1-52193-176-d10-1_S84_329,2.4
304,MFU-52193-1767-d1-1_S259,MFU,52193-1767,d1,1,MFU-52193-1767-d1-1_S259_304,2
306,DL-52193-1767-d1-1,DL,52193-1767,d1,1,DL-52193-1767-d1-1_306,2
307,DL-52193-1767-d1-2,DL,52193-1767,d1,2,DL-52193-1767-d1-2_307,2
308,DL-52193-1767-d1-3,DL,52193-1767,d1,3,DL-52193-1767-d1-3_308,2
320,MV1-52193-1767-d10-1_S59,MV1,52193-1767,d10,1,MV1-52193-1767-d10-1_S59_320,2
304,MFU-52193-1769-d1-1_S260,MFU,52193-1769,d1,1,MFU-52193-1769-d1-1_S260_304,2
306,DL-52193-1769-d1-1,DL,52193-1769,d1,1,DL-52193-1769-d1-1_306,2
307,DL-52193-1769-d1-2,DL,52193-1769,d1,2,DL-52193-1769-d1-2_307,2
308,DL-52193-1769-d1-3,DL,52193-1769,d1,3,DL-52193-1769-d1-3_308,2
320,MV1-52193-1769-d1-1_S60,MV1,52193-1769,d1,1,MV1-52193-1769-d1-1_S60_320,2
314,MFU-52193-1771-d1-1_S2,MFU,52193-1771,d1,1,MFU-52193-1771-d1-1_S2_314,2.2
326,MV1-52193-1771-d1-1_S3,MV1,52193-1771,d1,1,MV1-52193-1771-d1-1_S3_326,2.2
327,MV1-52193-1771-d1-2_S3,MV1,52193-1771,d1,2,MV1-52193-1771-d1-2_S3_327,2.2
316,MFU-52193-1773-d1-1_S42,MFU,52193-1773,d1,1,MFU-52193-1773-d1-1_S42_316,2.4
329,MV1-52193-1773-d1-1_S67,MV1,52193-1773,d1,1,MV1-52193-1773-d1-1_S67_329,2.4
314,MFU-52193-1775-d1-1_S9,MFU,52193-1775,d1,1,MFU-52193-1775-d1-1_S9_314,2.2
326,MV1-52193-1775-d1-1_S12,MV1,52193-1775,d1,1,MV1-52193-1775-d1-1_S12_326,2.2
327,MV1-52193-1775-d1-2_S12,MV1,52193-1775,d1,2,MV1-52193-1775-d1-2_S12_327,2.2
304,MFU-52193-1779-d1-1_S261,MFU,52193-1779,d1,1,MFU-52193-1779-d1-1_S261_304,2
306,DL-52193-1779-d1-1,DL,52193-1779,d1,1,DL-52193-1779-d1-1_306,2
307,DL-52193-1779-d1-2,DL,52193-1779,d1,2,DL-52193-1779-d1-2_307,2
308,DL-52193-1779-d1-3,DL,52193-1779,d1,3,DL-52193-1779-d1-3_308,2
320,MV1-52193-1779-d1-1_S61,MV1,52193-1779,d1,1,MV1-52193-1779-d1-1_S61_320,2
313,MFU-52193-178-d1-1_S30,MFU,52193-178,d1,1,MFU-52193-178-d1-1_S30_313,2.1
323,MV1-52193-178-d1-1_S21,MV1,52193-178,d1,1,MV1-52193-178-d1-1_S21_323,2.1
324,MV1-52193-178-d1-2_S30,MV1,52193-178,d1,2,MV1-52193-178-d1-2_S30_324,2.1
325,MV1-52193-178-d1-3_S30,MV1,52193-178,d1,3,MV1-52193-178-d1-3_S30_325,2.1
304,MFU-52193-1782-d1-1_S262,MFU,52193-1782,d1,1,MFU-52193-1782-d1-1_S262_304,2
306,DL-52193-1782-d1-1,DL,52193-1782,d1,1,DL-52193-1782-d1-1_306,2
307,DL-52193-1782-d1-2,DL,52193-1782,d1,2,DL-52193-1782-d1-2_307,2
308,DL-52193-1782-d1-3,DL,52193-1782,d1,3,DL-52193-1782-d1-3_308,2
320,MV1-52193-1782-d1-1_S62,MV1,52193-1782,d1,1,MV1-52193-1782-d1-1_S62_320,2
314,MFU-52193-1784-d1-1_S64,MFU,52193-1784,d1,1,MFU-52193-1784-d1-1_S64_314,2.2
326,MV1-52193-1784-d1-1_S82,MV1,52193-1784,d1,1,MV1-52193-1784-d1-1_S82_326,2.2
327,MV1-52193-1784-d1-2_S82,MV1,52193-1784,d1,2,MV1-52193-1784-d1-2_S82_327,2.2
316,MFU-52193-1786-d1-1_S20,MFU,52193-1786,d1,1,MFU-52193-1786-d1-1_S20_316,2.4
329,MV1-52193-1786-d1-1_S31,MV1,52193-1786,d1,1,MV1-52193-1786-d1-1_S31_329,2.4
316,MFU-52193-1788-d1-1_S1,MFU,52193-1788,d1,1,MFU-52193-1788-d1-1_S1_316,2.4
329,MV1-52193-1788-d1-1_S1,MV1,52193-1788,d1,1,MV1-52193-1788-d1-1_S1_329,2.4
304,MFU-52193-1792-d1-1_S263,MFU,52193-1792,d1,1,MFU-52193-1792-d1-1_S263_304,2
306,DL-52193-1792-d1-1,DL,52193-1792,d1,1,DL-52193-1792-d1-1_306,2
307,DL-52193-1792-d1-2,DL,52193-1792,d1,2,DL-52193-1792-d1-2_307,2
308,DL-52193-1792-d1-3,DL,52193-1792,d1,3,DL-52193-1792-d1-3_308,2
320,MV1-52193-1792-d1-1_S63,MV1,52193-1792,d1,1,MV1-52193-1792-d1-1_S63_320,2
304,MFU-52193-1794-d1-1_S264,MFU,52193-1794,d1,1,MFU-52193-1794-d1-1_S264_304,2
306,DL-52193-1794-d1-1,DL,52193-1794,d1,1,DL-52193-1794-d1-1_306,2
307,DL-52193-1794-d1-2,DL,52193-1794,d1,2,DL-52193-1794-d1-2_307,2
308,DL-52193-1794-d1-3,DL,52193-1794,d1,3,DL-52193-1794-d1-3_308,2
320,MV1-52193-1794-d1-1_S64,MV1,52193-1794,d1,1,MV1-52193-1794-d1-1_S64_320,2
314,MFU-52193-1796-d1-1_S15,MFU,52193-1796,d1,1,MFU-52193-1796-d1-1_S15_314,2.2
326,MV1-52193-1796-d1-1_S19,MV1,52193-1796,d1,1,MV1-52193-1796-d1-1_S19_326,2.2
327,MV1-52193-1796-d1-2_S19,MV1,52193-1796,d1,2,MV1-52193-1796-d1-2_S19_327,2.2
315,MFU-52193-1798-d1-1_S9,MFU,52193-1798,d1,1,MFU-52193-1798-d1-1_S9_315,2.3
328,MV1-52193-1798-d1-1_S9,MV1,52193-1798,d1,1,MV1-52193-1798-d1-1_S9_328,2.3
317,MFU-52193-180-d1-1_S31,MFU,52193-180,d1,1,MFU-52193-180-d1-1_S31_317,2.5
330,MV1-52193-180-d1-1_S44,MV1,52193-180,d1,1,MV1-52193-180-d1-1_S44_330,2.5
317,MFU-52193-1800-d1-1_S35,MFU,52193-1800,d1,1,MFU-52193-1800-d1-1_S35_317,2.5
330,MV1-52193-1800-d1-1_S49,MV1,52193-1800,d1,1,MV1-52193-1800-d1-1_S49_330,2.5
304,MFU-52193-1804-d1-1_S265,MFU,52193-1804,d1,1,MFU-52193-1804-d1-1_S265_304,2
306,DL-52193-1804-d1-1,DL,52193-1804,d1,1,DL-52193-1804-d1-1_306,2
307,DL-52193-1804-d1-2,DL,52193-1804,d1,2,DL-52193-1804-d1-2_307,2
308,DL-52193-1804-d1-3,DL,52193-1804,d1,3,DL-52193-1804-d1-3_308,2
320,MV1-52193-1804-d1-1_S65,MV1,52193-1804,d1,1,MV1-52193-1804-d1-1_S65_320,2
304,MFU-52193-1806-d1-1_S266,MFU,52193-1806,d1,1,MFU-52193-1806-d1-1_S266_304,2
306,DL-52193-1806-d1-1,DL,52193-1806,d1,1,DL-52193-1806-d1-1_306,2
307,DL-52193-1806-d1-2,DL,52193-1806,d1,2,DL-52193-1806-d1-2_307,2
308,DL-52193-1806-d1-3,DL,52193-1806,d1,3,DL-52193-1806-d1-3_308,2
